image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
Goddess\00000008.jpg,Goddess,0.48329505,0.22728585,0.49823743,0.20976627,0.47157064,0.20976764,0.5194418,0.229778,0.45142826,0.22991458,0.5447452,0.34327203,0.43057162,0.34114528,0.64564013,0.35228667,0.33198044,0.3352441,0.682388,0.24278662,0.2931467,0.22224352,0.5362855,0.59986204,0.4419882,0.600663,0.6515594,0.6698127,0.32723603,0.66957533,0.6656037,0.81396997,0.3137496,0.84792846
Goddess\00000009.jpg,Goddess,0.51503116,0.19230701,0.528831,0.17726822,0.50092214,0.17889494,0.5476369,0.19473249,0.47757265,0.1981591,0.58142453,0.2928234,0.43716758,0.28996572,0.7044975,0.30378473,0.3203967,0.2929357,0.7384054,0.20063826,0.29233292,0.18937555,0.55406535,0.52011085,0.44594985,0.518436,0.6356278,0.64859754,0.35698575,0.64520407,0.6865256,0.79209954,0.32311982,0.8213531
Goddess\00000010.jpg,Goddess,0.48655477,0.2566585,0.49776402,0.2424816,0.47546893,0.2430012,0.51469356,0.25698534,0.4556234,0.25884974,0.54375494,0.34047863,0.4297923,0.3440722,0.6424918,0.35528368,0.33831987,0.35592788,0.666225,0.2527001,0.3171086,0.24684246,0.53822756,0.5697819,0.4398708,0.57279706,0.65272933,0.6175597,0.32787704,0.6211463,0.690983,0.7871056,0.29232183,0.81650364
Goddess\00000011.jpg,Goddess,0.5311331,0.20938815,0.54961306,0.18974805,0.5170047,0.1901174,0.58043766,0.19601005,0.4952949,0.19940805,0.62691385,0.30502424,0.47125652,0.31194156,0.75261635,0.34784517,0.3533261,0.3418891,0.7805874,0.21119499,0.31320608,0.23158608,0.6151996,0.5727891,0.48677835,0.57597584,0.76581496,0.6129358,0.32342157,0.6131476,0.8020635,0.8507837,0.3263962,0.8662172
Goddess\00000013.jpg,Goddess,0.5286711,0.18092969,0.5417055,0.1565494,0.516316,0.16018605,0.5640386,0.17396869,0.49729523,0.18269295,0.59325397,0.30628476,0.47649083,0.31041595,0.60599154,0.47688207,0.46841073,0.47146925,0.5586391,0.38183466,0.5209285,0.38061488,0.59083146,0.6007229,0.47677118,0.5996984,0.7237901,0.6767034,0.3485013,0.6663965,0.7503111,0.9321553,0.30851555,0.9401885
Goddess\00000014.jpg,Goddess,0.5065396,0.3055141,0.5299627,0.28797024,0.49630335,0.28950286,0.5867002,0.29832047,0.49388173,0.3026844,0.63709223,0.40973324,0.47318637,0.41420376,0.61675805,0.5164503,0.36991024,0.521821,0.48486096,0.503067,0.45646068,0.5132105,0.59930974,0.6442196,0.46855977,0.6355229,0.64347667,0.6984846,0.27708933,0.6647905,0.6100589,0.9246634,0.2730019,0.88248694
Goddess\00000015.jpg,Goddess,0.4609563,0.22619425,0.48542815,0.20915577,0.44110543,0.21054626,0.5207843,0.2297051,0.40711036,0.23390202,0.5697212,0.34748578,0.37800872,0.3647639,0.6462408,0.47579148,0.31780574,0.5076854,0.5162803,0.5122558,0.44005862,0.5156644,0.57021207,0.5850481,0.41405508,0.5962817,0.7514834,0.6225468,0.23168316,0.62732,0.7351032,0.824209,0.27618688,0.8473533
Goddess\00000016.jpg,Goddess,0.5106904,0.2759573,0.50953096,0.27016982,0.51848567,0.26932487,0.49664345,0.2884646,0.5408651,0.2891624,0.4913233,0.34721753,0.5550625,0.3667798,0.49842763,0.25068483,0.5446822,0.2846273,0.5170222,0.117650844,0.53468466,0.13549338,0.48770896,0.61310923,0.55447096,0.61500275,0.4210201,0.6951563,0.61418855,0.69236183,0.411899,0.89357704,0.6353758,0.8773163
Goddess\00000018.jpg,Goddess,0.4901261,0.3242571,0.49718806,0.3082315,0.48248973,0.3104054,0.5093043,0.31978834,0.47176027,0.3250301,0.5235448,0.39559954,0.45702407,0.3998148,0.5614649,0.29296905,0.42245647,0.30328593,0.57264996,0.18832266,0.40904927,0.2069289,0.52070946,0.6284706,0.4608828,0.628341,0.60757536,0.6595793,0.377597,0.65444386,0.59705293,0.82260895,0.39043355,0.8254015
Goddess\00000019.jpg,Goddess,0.48684198,0.3740377,0.4992948,0.3588124,0.47407743,0.35929972,0.51833737,0.36438733,0.45255607,0.36604837,0.54927444,0.44467223,0.4241993,0.4444651,0.6560595,0.45851415,0.31938013,0.4600473,0.68533945,0.36460656,0.299027,0.37014186,0.5373141,0.64186966,0.4346863,0.64192367,0.65505666,0.668391,0.31688732,0.6615077,0.67665935,0.81487966,0.29800695,0.8343604
Goddess\00000020.jpg,Goddess,0.5055917,0.21705422,0.52190816,0.20131418,0.4917584,0.19966955,0.5416084,0.22591937,0.46393993,0.22293024,0.5739072,0.33564064,0.42915964,0.33359563,0.7020137,0.33606493,0.31589824,0.32825267,0.73689806,0.20713726,0.26264077,0.18973513,0.5606907,0.6217893,0.44099903,0.6195032,0.70766354,0.6467392,0.27247506,0.6297477,0.6978605,0.8503348,0.29180673,0.8594996
Goddess\00000021.jpg,Goddess,0.50361073,0.3298147,0.5082748,0.31880355,0.490887,0.31856093,0.51206344,0.32935208,0.46731576,0.33184633,0.5147585,0.3849155,0.45710784,0.39083192,0.5500098,0.27246875,0.44954124,0.26791906,0.54786986,0.14705952,0.45821482,0.14326815,0.52820367,0.6128586,0.46564814,0.6284854,0.63233835,0.6753264,0.3902547,0.7427671,0.60004324,0.7956426,0.3719427,0.9017964
Goddess\00000022.jpg,Goddess,0.5016601,0.13717285,0.5161531,0.12018439,0.4895431,0.11921552,0.5369553,0.13244134,0.4689128,0.1322326,0.578483,0.23666784,0.43242574,0.24220595,0.68540275,0.27926832,0.3305719,0.28582186,0.6563924,0.15767246,0.333409,0.19537294,0.5653603,0.5146908,0.4555388,0.51778275,0.66143733,0.6491707,0.35667333,0.6557628,0.65951335,0.8668065,0.37143663,0.879434
Goddess\00000023.jpg,Goddess,0.4871219,0.20436965,0.5013256,0.18302394,0.474287,0.18457992,0.52307814,0.19907306,0.45430762,0.20227124,0.5545046,0.32664928,0.42785382,0.32912543,0.66168827,0.3672473,0.32589984,0.37376553,0.6920248,0.24577294,0.29419142,0.24815778,0.54790574,0.60085195,0.4461691,0.6029642,0.6649692,0.6834832,0.3266223,0.6826672,0.6775796,0.8653381,0.31594408,0.91399044
Goddess\00000024.jpg,Goddess,0.4994905,0.14613448,0.5120959,0.12524372,0.48963585,0.12624107,0.53162074,0.14992812,0.471948,0.15149146,0.5549391,0.28893438,0.45188066,0.28742668,0.58351606,0.4366949,0.4273475,0.4396062,0.52107424,0.34506965,0.49569103,0.35165462,0.5439274,0.57869846,0.44986376,0.5818029,0.6738549,0.64766246,0.32518464,0.6514329,0.6670453,0.90129787,0.33502087,0.93047124
Goddess\00000025.jpg,Goddess,0.45338878,0.19379519,0.4657134,0.17511556,0.450774,0.17648548,0.49615836,0.19440727,0.4560053,0.19727902,0.5271141,0.2924053,0.44615355,0.29875284,0.5175463,0.42149392,0.38998997,0.41989717,0.44700512,0.35437447,0.42041087,0.3448081,0.5470381,0.52718294,0.4745472,0.5264114,0.6191555,0.5622534,0.36777234,0.5361803,0.62141895,0.78899044,0.396578,0.76274323
Goddess\00000027.jpg,Goddess,0.53227854,0.28630704,0.5300612,0.27868184,0.5362749,0.27669314,0.5035949,0.2892674,0.54945886,0.28814447,0.48262817,0.3561413,0.5736188,0.35673523,0.41544628,0.40059337,0.64122814,0.38888258,0.3761552,0.32788134,0.68467677,0.31897417,0.48844177,0.5547583,0.56533045,0.5525566,0.40925,0.62011725,0.64213794,0.61708033,0.38166624,0.7884554,0.6708934,0.7848573
Goddess\00000028.jpg,Goddess,0.5247397,0.19222581,0.54213893,0.1749709,0.51111925,0.17149173,0.5640879,0.19904776,0.48545,0.1918184,0.6000776,0.32332152,0.44600686,0.31454146,0.7215571,0.37551823,0.33192268,0.36852044,0.7239524,0.2631311,0.3215017,0.25171927,0.5768966,0.64108896,0.4558046,0.63482684,0.7028714,0.7747631,0.31290683,0.74824196,0.67665136,0.97533256,0.32804844,0.9852629
Goddess\00000029.jpg,Goddess,0.5181274,0.2709732,0.5261727,0.2579296,0.5108047,0.25903782,0.5398772,0.2745926,0.50106144,0.27623022,0.55926585,0.35098353,0.4827561,0.35280436,0.61875033,0.3426196,0.42360926,0.34047207,0.65661615,0.2835138,0.38322178,0.27721602,0.5502447,0.5633989,0.49285036,0.5631324,0.5984231,0.65920854,0.44674668,0.658375,0.616329,0.8216617,0.42981258,0.82030827
Goddess\00000030.jpg,Goddess,0.4596958,0.3181005,0.47621435,0.30309716,0.4435531,0.3042532,0.50131094,0.31164387,0.41707075,0.31552604,0.5375838,0.39507082,0.3914009,0.40182993,0.65683365,0.40690798,0.26552182,0.41403982,0.8246876,0.3965292,0.13764311,0.40228704,0.5306616,0.6155554,0.40721798,0.62017673,0.7117974,0.66857797,0.22883978,0.6708799,0.6958633,0.84675395,0.21273024,0.86139816
Goddess\00000031.jpg,Goddess,0.52985364,0.27409446,0.53423667,0.25807822,0.51629007,0.2599687,0.5361569,0.2703868,0.48668963,0.27635187,0.55854017,0.37796405,0.4585239,0.3715421,0.6126408,0.47458315,0.4066597,0.4672646,0.66465896,0.55545753,0.35353917,0.5516735,0.5475889,0.5731152,0.4639154,0.57057357,0.66027933,0.586552,0.35855085,0.5753044,0.653135,0.75804895,0.3523991,0.7766343
Goddess\00000032.jpg,Goddess,0.51096344,0.3635903,0.53399724,0.34879228,0.48992166,0.34946388,0.5692075,0.3619016,0.45443985,0.3635242,0.61729157,0.44370997,0.3955544,0.44698822,0.7804244,0.3968383,0.23392819,0.4008882,0.7887781,0.28023592,0.19154687,0.2851323,0.5823616,0.6918243,0.4011878,0.6911729,0.79045075,0.70926785,0.18885322,0.70608854,0.7326437,0.8726895,0.18123582,0.8904589
Goddess\00000034.jpg,Goddess,0.5189179,0.31037995,0.5271832,0.2934607,0.5119484,0.29308373,0.54051846,0.3098312,0.50024533,0.30921382,0.5601857,0.40465686,0.48344168,0.3977059,0.6150327,0.44014677,0.41837358,0.4245352,0.6198923,0.33355764,0.41725665,0.32747754,0.54923123,0.61791515,0.48895454,0.6160137,0.6117113,0.6502833,0.41590276,0.64421946,0.6123099,0.82080024,0.4259363,0.8356561
Goddess\00000036.jpg,Goddess,0.5360734,0.3095617,0.55160564,0.29447886,0.52261096,0.2938553,0.5724758,0.30624124,0.49751508,0.3052086,0.6046258,0.3995276,0.46233514,0.39392534,0.7163958,0.43229458,0.34954646,0.42364696,0.72597414,0.32161033,0.33925465,0.32144323,0.5861786,0.61398524,0.4709965,0.61149716,0.7194259,0.6542935,0.32673463,0.6458887,0.7149422,0.81456244,0.33266658,0.84072137
Goddess\00000039.jpg,Goddess,0.5032326,0.4095512,0.51417816,0.39426547,0.4946899,0.39341974,0.53171945,0.40275365,0.48015967,0.40090492,0.5521255,0.47293657,0.46376964,0.4713967,0.62990206,0.4692658,0.38005367,0.46702668,0.6391305,0.3761699,0.37626025,0.36665606,0.5446932,0.68713576,0.4728422,0.68506175,0.62308466,0.75071716,0.38800445,0.7378311,0.6432289,0.9216084,0.37220109,0.92315644
Goddess\00000040.jpg,Goddess,0.5160854,0.10818553,0.53503966,0.0901853,0.501008,0.09125658,0.5612626,0.1257483,0.4737654,0.12879992,0.6016349,0.2631742,0.44344684,0.26803124,0.7228797,0.32066002,0.32220095,0.31920007,0.7733983,0.1705462,0.2752344,0.1731892,0.5895968,0.5759273,0.45165056,0.57775223,0.7729809,0.5814832,0.2668273,0.5748699,0.7785037,0.85073256,0.22856408,0.88164955
Goddess\00000041.jpg,Goddess,0.49956244,0.37751544,0.5217163,0.3632772,0.48250717,0.36445132,0.5540673,0.38075534,0.45647493,0.3829953,0.57211924,0.4556081,0.43225855,0.4534244,0.6548581,0.33622932,0.35183892,0.34095848,0.670921,0.18258812,0.34226364,0.25129414,0.5699379,0.7228864,0.430859,0.7194289,0.7866333,0.70137143,0.22874565,0.68351394,0.78149444,0.87211215,0.23526938,0.876294
Goddess\00000042.jpg,Goddess,0.49691692,0.23398042,0.49527952,0.22499146,0.5062551,0.22243431,0.46401972,0.24188742,0.5462667,0.23915346,0.4289056,0.315188,0.60304415,0.3202085,0.24685642,0.3030277,0.7343122,0.30132842,0.19524188,0.1771536,0.78522456,0.18095823,0.44517073,0.60981256,0.5947422,0.6076841,0.23086314,0.6318105,0.7556837,0.6461848,0.1285009,0.8640338,0.8161778,0.8443078
Goddess\00000045.jpg,Goddess,0.5320136,0.20725706,0.54349214,0.1893742,0.5212759,0.18987542,0.56100214,0.20875725,0.50244236,0.21016765,0.58434767,0.30460155,0.48186037,0.3047246,0.66994375,0.32878748,0.39018592,0.33840552,0.69212574,0.2147428,0.35540944,0.22360699,0.57179725,0.556852,0.48648864,0.5568794,0.6768331,0.6136856,0.38117704,0.60212743,0.6870977,0.8320215,0.37358057,0.8600407
Goddess\00000046.jpg,Goddess,0.49894276,0.19969894,0.5232716,0.18223988,0.48156667,0.18227711,0.55692047,0.20054401,0.4508172,0.20138612,0.60194564,0.31431586,0.40870366,0.31498963,0.7726823,0.31653416,0.2277939,0.29336962,0.7575506,0.16344573,0.23374456,0.13844581,0.5778286,0.6033851,0.41125613,0.6049946,0.7839591,0.67093116,0.1858726,0.6755706,0.84452724,0.8814478,0.17637002,0.9079319
Goddess\00000047.jpg,Goddess,0.4988363,0.2972782,0.5232606,0.28460085,0.47994992,0.28613585,0.5573288,0.2992311,0.44844863,0.30336234,0.5609657,0.367782,0.43785915,0.3785205,0.61478657,0.25520572,0.38503122,0.24308373,0.6028913,0.12083569,0.38785765,0.122646526,0.5709062,0.6388574,0.4314648,0.6481982,0.79903424,0.68574274,0.19748999,0.7177713,0.84625626,0.8365649,0.18714732,0.8749857
Goddess\00000049.jpg,Goddess,0.4638426,0.13252802,0.4929188,0.11966601,0.45952904,0.11818142,0.5478371,0.15390569,0.45538747,0.14717509,0.5897245,0.28260958,0.44497287,0.27609617,0.6454328,0.44479382,0.39854547,0.4209185,0.7856905,0.47262314,0.2606011,0.4406033,0.5624493,0.5608518,0.41670904,0.55372155,0.76462483,0.67081016,0.18850175,0.64401937,0.8656297,0.91749567,0.15491848,0.8812293
Goddess\00000050.jpg,Goddess,0.46041188,0.18898855,0.4801155,0.1674332,0.44266984,0.16851997,0.51129675,0.1816421,0.41494456,0.18527852,0.55661786,0.29197815,0.37371373,0.29928544,0.69796443,0.3262932,0.24241367,0.32897255,0.72106546,0.15822019,0.18056826,0.18588714,0.53745747,0.5917996,0.39636144,0.5977371,0.6844468,0.6746011,0.2739406,0.6859219,0.6793788,0.86696243,0.2859314,0.88798505
Goddess\00000052.jpg,Goddess,0.5032326,0.4095512,0.51417816,0.39426547,0.4946899,0.39341974,0.53171945,0.40275365,0.48015967,0.40090492,0.5521255,0.47293657,0.46376964,0.4713967,0.62990206,0.4692658,0.38005367,0.46702668,0.6391305,0.3761699,0.37626025,0.36665606,0.5446932,0.68713576,0.4728422,0.68506175,0.62308466,0.75071716,0.38800445,0.7378311,0.6432289,0.9216084,0.37220109,0.92315644
Goddess\00000053.jpg,Goddess,0.48969576,0.21820198,0.5142619,0.20153195,0.46924427,0.20139815,0.54841954,0.21181105,0.43233946,0.21408425,0.5805916,0.30575892,0.40415373,0.31418523,0.73238224,0.2182469,0.24597777,0.21235266,0.74371725,0.044418816,0.2240943,0.08234439,0.5757415,0.64328754,0.40407562,0.64611155,0.82258475,0.6902663,0.17406659,0.6868718,0.9312176,0.9245837,0.06974008,0.9295542
Goddess\00000054.jpg,Goddess,0.5038712,0.30846334,0.5135389,0.28794977,0.49345383,0.28915513,0.5286151,0.3000306,0.47588274,0.30282223,0.55551493,0.41171533,0.44810352,0.4044531,0.592902,0.5263739,0.41238284,0.5200768,0.51960576,0.5191084,0.48316035,0.51799804,0.54777807,0.6443663,0.4548966,0.6383631,0.6442936,0.69055545,0.3516748,0.6696683,0.6363978,0.8613071,0.36272094,0.88227755
Goddess\00000055.jpg,Goddess,0.46670452,0.18528228,0.4813633,0.16066854,0.4524707,0.16325083,0.5061222,0.16989441,0.4323442,0.17486182,0.53928393,0.31846726,0.40468094,0.3188914,0.57259935,0.46645144,0.3698251,0.47922954,0.61724293,0.5730568,0.33261687,0.5821698,0.5221506,0.5690554,0.41194063,0.5728746,0.65426654,0.6403485,0.29756793,0.6432288,0.6270117,0.789391,0.28096625,0.8476732
Goddess\00000056.jpg,Goddess,0.5065396,0.3055141,0.5299627,0.28797024,0.49630335,0.28950286,0.5867002,0.29832047,0.49388173,0.3026844,0.63709223,0.40973324,0.47318637,0.41420376,0.61675805,0.5164503,0.36991024,0.521821,0.48486096,0.503067,0.45646068,0.5132105,0.59930974,0.6442196,0.46855977,0.6355229,0.64347667,0.6984846,0.27708933,0.6647905,0.6100589,0.9246634,0.2730019,0.88248694
Goddess\00000057.jpg,Goddess,0.4165552,0.14089447,0.44139364,0.12623885,0.4113326,0.12519318,0.49095273,0.15344985,0.40493673,0.14912276,0.540375,0.2756421,0.38907275,0.27610603,0.6877163,0.3421631,0.26510566,0.3256037,0.8471743,0.3307134,0.14498253,0.32934532,0.5129603,0.5577717,0.3742697,0.55609775,0.68913436,0.6578974,0.19774382,0.64261824,0.82110447,0.9004158,0.1573373,0.8706868
Goddess\00000058.jpg,Goddess,0.4609563,0.22619425,0.48542815,0.20915577,0.44110543,0.21054626,0.5207843,0.2297051,0.40711036,0.23390202,0.5697212,0.34748578,0.37800872,0.3647639,0.6462408,0.47579148,0.31780574,0.5076854,0.5162803,0.5122558,0.44005862,0.5156644,0.57021207,0.5850481,0.41405508,0.5962817,0.7514834,0.6225468,0.23168316,0.62732,0.7351032,0.824209,0.27618688,0.8473533
Goddess\00000059.jpg,Goddess,0.51503116,0.19230701,0.528831,0.17726822,0.50092214,0.17889494,0.5476369,0.19473249,0.47757265,0.1981591,0.58142453,0.2928234,0.43716758,0.28996572,0.7044975,0.30378473,0.3203967,0.2929357,0.7384054,0.20063826,0.29233292,0.18937555,0.55406535,0.52011085,0.44594985,0.518436,0.6356278,0.64859754,0.35698575,0.64520407,0.6865256,0.79209954,0.32311982,0.8213531
Goddess\00000060.jpg,Goddess,0.5438122,0.15051901,0.5584077,0.13058588,0.5299363,0.12955004,0.57794166,0.14052302,0.50346065,0.13958162,0.6112868,0.25770968,0.46435854,0.25581586,0.735455,0.31122026,0.3329079,0.3028393,0.7730067,0.19691454,0.30221853,0.1699732,0.59504664,0.557539,0.47325987,0.5593728,0.72262204,0.66689634,0.3357346,0.6648424,0.79240084,0.890829,0.3025964,0.9235815
Goddess\00000062.jpg,Goddess,0.6708288,0.24434043,0.68366474,0.22573565,0.66146934,0.22260423,0.7009689,0.24726062,0.6428917,0.23853435,0.71600366,0.37008503,0.6160035,0.34890133,0.7931115,0.43570906,0.52755094,0.37490946,0.8110806,0.33300647,0.51466054,0.26132822,0.6887247,0.63776255,0.607285,0.6295621,0.7788235,0.7102268,0.5249211,0.7100085,0.7956569,0.8989114,0.48945162,0.9205971
Goddess\00000067.jpg,Goddess,0.49480018,0.15534723,0.5122901,0.1342879,0.47993258,0.13486454,0.5371577,0.14333141,0.45394996,0.14640227,0.5738066,0.27036303,0.42969042,0.28058136,0.64594156,0.3998137,0.3534884,0.42762434,0.5163884,0.36435556,0.45511296,0.3879754,0.55080926,0.55604386,0.42464837,0.5573067,0.7175985,0.62689126,0.2561145,0.6134113,0.7294842,0.8785397,0.24519046,0.884519
Goddess\00000068.jpg,Goddess,0.4862184,0.23089491,0.5034231,0.21423699,0.47074598,0.21735069,0.5285023,0.22807564,0.44550237,0.23632048,0.57093406,0.33179262,0.41878188,0.34333518,0.63139194,0.4133732,0.34297404,0.42337096,0.5167621,0.3959211,0.4498707,0.40774462,0.55636615,0.5717486,0.42380667,0.5776226,0.72944736,0.62708354,0.258901,0.6312722,0.75165343,0.85161024,0.2624797,0.8546795
Goddess\00000072.jpg,Goddess,0.47816992,0.18552338,0.49197492,0.16878058,0.47032833,0.16935232,0.5145311,0.19083117,0.45993182,0.19135998,0.53919727,0.29581597,0.43935543,0.2898705,0.6255109,0.27495524,0.3709825,0.2829854,0.63677853,0.15724118,0.36265457,0.17198314,0.51489365,0.5636418,0.43154368,0.54928666,0.6145603,0.68236184,0.32901374,0.6151476,0.64761746,0.8738711,0.3514138,0.80753046
Goddess\00000073.jpg,Goddess,0.5071234,0.24477896,0.52070254,0.22464263,0.49567413,0.22339179,0.5393991,0.2342237,0.4726367,0.23309891,0.5622568,0.33439565,0.45144162,0.3393047,0.66997224,0.36353493,0.33713582,0.3717088,0.7405444,0.26110628,0.26525888,0.27106363,0.5605236,0.6170164,0.4562276,0.6206699,0.70368516,0.63074577,0.31247225,0.63550955,0.7876995,0.8252468,0.24748576,0.86955786
Goddess\00000074.jpg,Goddess,0.53184277,0.21013506,0.54997927,0.18982331,0.51727116,0.19084008,0.5807454,0.19471456,0.49539462,0.19954163,0.62697345,0.30608162,0.47265658,0.31246018,0.7525629,0.34950882,0.35382536,0.34108362,0.78059804,0.21157722,0.3119968,0.23300062,0.6139246,0.57350457,0.48640913,0.57652336,0.76641476,0.6140416,0.3248385,0.61498,0.80248374,0.84798205,0.32561153,0.86601275
Goddess\00000076.jpg,Goddess,0.4901261,0.3242571,0.49718806,0.3082315,0.48248973,0.3104054,0.5093043,0.31978834,0.47176027,0.3250301,0.5235448,0.39559954,0.45702407,0.3998148,0.5614649,0.29296905,0.42245647,0.30328593,0.57264996,0.18832266,0.40904927,0.2069289,0.52070946,0.6284706,0.4608828,0.628341,0.60757536,0.6595793,0.377597,0.65444386,0.59705293,0.82260895,0.39043355,0.8254015
Goddess\00000077.jpg,Goddess,0.5366695,0.12499864,0.54144067,0.10518041,0.5136805,0.10360741,0.5347148,0.122596145,0.4598544,0.12462751,0.5568558,0.25272384,0.40601334,0.24971324,0.68086684,0.28926164,0.3275432,0.29114053,0.74958545,0.20070514,0.25864536,0.18828426,0.5344648,0.53332895,0.4131705,0.5359323,0.67528915,0.617385,0.2951559,0.6354563,0.65836066,0.87485564,0.27753308,0.9271906
Goddess\00000081.jpg,Goddess,0.59738827,0.19894865,0.6131523,0.18649162,0.5733227,0.18023206,0.61692464,0.2140505,0.5125093,0.2016882,0.6248889,0.33447793,0.45011887,0.31542215,0.7788909,0.34293914,0.30962756,0.28010225,0.7938297,0.21620046,0.30943137,0.10909167,0.59601885,0.627372,0.44481745,0.62675834,0.78873533,0.67832243,0.28202495,0.6972685,0.7596566,0.86299235,0.19827715,0.91988707
Goddess\00000082.jpg,Goddess,0.48992,0.24520347,0.5163457,0.23466402,0.46799812,0.23530678,0.55230945,0.25871754,0.4318452,0.26028273,0.5809411,0.33096212,0.39413053,0.332534,0.6646266,0.20756756,0.30503112,0.20008126,0.58384216,0.11579214,0.38638067,0.13122368,0.587511,0.6091305,0.40857965,0.6105293,0.80613804,0.6783744,0.20226856,0.67617077,0.838968,0.8344184,0.15085621,0.8519465
Goddess\00000083.jpg,Goddess,0.48655477,0.2566585,0.49776402,0.2424816,0.47546893,0.2430012,0.51469356,0.25698534,0.4556234,0.25884974,0.54375494,0.34047863,0.4297923,0.3440722,0.6424918,0.35528368,0.33831987,0.35592788,0.666225,0.2527001,0.3171086,0.24684246,0.53822756,0.5697819,0.4398708,0.57279706,0.65272933,0.6175597,0.32787704,0.6211463,0.690983,0.7871056,0.29232183,0.81650364
Goddess\00000084.jpg,Goddess,0.49480018,0.15534723,0.5122901,0.1342879,0.47993258,0.13486454,0.5371577,0.14333141,0.45394996,0.14640227,0.5738066,0.27036303,0.42969042,0.28058136,0.64594156,0.3998137,0.3534884,0.42762434,0.5163884,0.36435556,0.45511296,0.3879754,0.55080926,0.55604386,0.42464837,0.5573067,0.7175985,0.62689126,0.2561145,0.6134113,0.7294842,0.8785397,0.24519046,0.884519
Goddess\00000086.jpg,Goddess,0.5101978,0.35170537,0.5177956,0.33552986,0.50365376,0.336139,0.5314747,0.34959495,0.4936286,0.35156202,0.5517138,0.42955926,0.4812053,0.43138722,0.60761905,0.44201696,0.418567,0.44458666,0.61617917,0.34018183,0.40985975,0.34486303,0.54534376,0.6371949,0.48856568,0.63800037,0.60644674,0.6704184,0.421974,0.6658521,0.6123679,0.8390367,0.42219076,0.8530393
Goddess\00000087.jpg,Goddess,0.6708288,0.24434043,0.68366474,0.22573565,0.66146934,0.22260423,0.7009689,0.24726062,0.6428917,0.23853435,0.71600366,0.37008503,0.6160035,0.34890133,0.7931115,0.43570906,0.52755094,0.37490946,0.8110806,0.33300647,0.51466054,0.26132822,0.6887247,0.63776255,0.607285,0.6295621,0.7788235,0.7102268,0.5249211,0.7100085,0.7956569,0.8989114,0.48945162,0.9205971
Goddess\00000088.jpg,Goddess,0.5124403,0.16426837,0.5298457,0.14713164,0.49823615,0.14571594,0.5518645,0.17061019,0.47039357,0.16961944,0.58569926,0.2822731,0.43955874,0.28611514,0.70202094,0.3200182,0.32443243,0.30947843,0.731291,0.18268694,0.2742139,0.18398209,0.5751888,0.5853385,0.45230046,0.5883777,0.72231257,0.6266471,0.28409168,0.63308406,0.7377965,0.89803886,0.29279178,0.92701
Goddess\00000089.jpg,Goddess,0.63247263,0.13158654,0.642549,0.11066985,0.61802244,0.109860614,0.6518025,0.1326054,0.5895521,0.13340937,0.6772329,0.27515328,0.5576839,0.26857495,0.7474429,0.39445677,0.5244133,0.3902599,0.67449933,0.36273152,0.62179023,0.35926953,0.6601415,0.582531,0.557429,0.5778376,0.79068506,0.66345525,0.43138185,0.6493181,0.7741967,0.90227586,0.44447613,0.93169576
Goddess\00000090.jpg,Goddess,0.72627217,0.30941597,0.73450375,0.29728025,0.7152664,0.2974851,0.7452033,0.31119812,0.69581103,0.31222934,0.76074475,0.37825534,0.6703699,0.37676278,0.8322161,0.37072992,0.6008177,0.3725017,0.84943515,0.2935163,0.59145516,0.29351753,0.7490813,0.57701266,0.6813206,0.5760168,0.80808353,0.66789544,0.620983,0.6671745,0.8013566,0.78519803,0.6169612,0.7967676
Goddess\00000090.jpg,Goddess,0.17904873,0.1367607,0.1828671,0.133507,0.17817351,0.13245493,0.19138797,0.13807958,0.17806195,0.1358883,0.19856465,0.15940806,0.17310998,0.15689689,0.21659584,0.1542797,0.15628329,0.15300299,0.21175249,0.12697223,0.15316288,0.12595727,0.1927437,0.2261493,0.17379446,0.22391008,0.20165753,0.26781294,0.15656449,0.26191846,0.21331127,0.31269252,0.16577123,0.29751548
Goddess\00000092.jpg,Goddess,0.5031089,0.19566093,0.5309489,0.18024632,0.4793851,0.17888223,0.5648093,0.199583,0.43579915,0.19763169,0.6158218,0.29514956,0.3683005,0.29376018,0.806012,0.26994276,0.19253743,0.23963198,0.7917754,0.13621555,0.20468819,0.0997851,0.58749276,0.5645809,0.38203698,0.5679079,0.8296457,0.6167277,0.15959978,0.6389144,0.8251856,0.80422187,0.1381823,0.8431763
Goddess\00000093.jpg,Goddess,0.47816992,0.18552338,0.49197492,0.16878058,0.47032833,0.16935232,0.5145311,0.19083117,0.45993182,0.19135998,0.53919727,0.29581597,0.43935543,0.2898705,0.6255109,0.27495524,0.3709825,0.2829854,0.63677853,0.15724118,0.36265457,0.17198314,0.51489365,0.5636418,0.43154368,0.54928666,0.6145603,0.68236184,0.32901374,0.6151476,0.64761746,0.8738711,0.3514138,0.80753046
